contrat_id,annee,branche,zone_geo,somme_assuree,nb_salaries,secteur,historique_sinistres,proba_sinistre,a_sinistre,montant_brut,depasse_priorite,charge_reassureur,montant_hors_traite,prime_fictive
4462,2016,sante,Cotier,146700.0,76,btp,2,0.13993499999999998,0,0.0,0,0.0,0.0,733.5
4463,2019,prevoyance,Paris,602700.0,218,services,2,0.12693500000000002,1,255017.39285817055,1,55017.392858170555,0.0,3013.5
4464,2018,rc,Province,1197005.0,375,btp,3,0.17235025,0,0.0,0,0.0,0.0,5985.025000000001
4465,2020,prevoyance,Cotier,775541.0,176,btp,2,0.22137705,0,0.0,0,0.0,0.0,3877.705
4466,2019,sante,Paris,45268.0,255,btp,6,0.1327634,0,0.0,0,0.0,0.0,226.34
4467,2017,prevoyance,Paris,150189.0,254,services,3,0.11790945,0,0.0,0,0.0,0.0,750.945
4468,2019,rc,Cotier,227074.0,175,services,0,0.1038537,0,0.0,0,0.0,0.0,1135.3700000000001
4469,2016,prevoyance,Paris,119180.0,305,industrie,0,0.091459,0,0.0,0,0.0,0.0,595.9
4470,2019,rc,Cotier,259219.0,412,btp,4,0.19916095,0,0.0,0,0.0,0.0,1296.095
4471,2020,rc,Paris,435693.0,220,btp,0,0.08878465,0,0.0,0,0.0,0.0,2178.465
4472,2020,prevoyance,Paris,542190.0,142,services,2,0.11630950000000001,0,0.0,0,0.0,0.0,2710.9500000000003
4473,2019,rc,Province,1230639.0,206,industrie,1,0.10713194999999998,1,312797.45901344967,1,112797.45901344967,0.0,6153.195
4474,2020,rc,Province,109609.0,407,services,4,0.10118045,0,0.0,0,0.0,0.0,548.045
4475,2017,prevoyance,Province,31671.0,356,services,1,0.10218355000000001,0,0.0,0,0.0,0.0,158.355
4476,2019,prevoyance,Province,250166.0,58,btp,0,0.10330829999999999,0,0.0,0,0.0,0.0,1250.83
4477,2017,sante,Cotier,1560588.0,73,services,1,0.1703294,1,202656.4467528942,1,2656.446752894204,0.0,7802.9400000000005
4478,2017,prevoyance,Paris,91824.0,121,btp,4,0.1416912,0,0.0,0,0.0,0.0,459.12
4479,2018,prevoyance,Province,371096.0,365,services,2,0.13005480000000003,0,0.0,0,0.0,0.0,1855.48
4480,2019,prevoyance,Paris,375080.0,194,industrie,1,0.103154,0,0.0,0,0.0,0.0,1875.4
4481,2020,prevoyance,Province,204788.0,113,btp,1,0.1165394,0,0.0,0,0.0,0.0,1023.94
4482,2017,prevoyance,Paris,164113.0,428,services,0,0.10600565,0,0.0,0,0.0,0.0,820.565
4483,2018,prevoyance,Paris,53738.0,222,btp,1,0.11988689999999999,0,0.0,0,0.0,0.0,268.69
4484,2019,rc,Province,10530.0,14,services,0,0.016926499999999997,0,0.0,0,0.0,0.0,52.65
4485,2019,sante,Paris,42864.0,128,industrie,3,0.059943199999999995,0,0.0,0,0.0,0.0,214.32
4486,2016,prevoyance,Paris,101889.0,353,industrie,0,0.09539445,1,221861.43613149447,1,21861.43613149447,0.0,509.445
4487,2016,sante,Province,607378.0,258,industrie,1,0.0811689,0,0.0,0,0.0,0.0,3036.89
4488,2017,sante,Province,143810.0,176,btp,1,0.0797905,0,0.0,0,0.0,0.0,719.0500000000001
4489,2016,rc,Cotier,87306.0,392,services,0,0.1185653,0,0.0,0,0.0,0.0,436.53000000000003
4490,2017,prevoyance,Province,55872.0,251,sante,1,0.09289359999999999,0,0.0,0,0.0,0.0,279.36
4491,2020,prevoyance,Paris,357957.0,289,btp,0,0.13179785,0,0.0,0,0.0,0.0,1789.785
4492,2017,rc,Province,830704.0,433,services,1,0.10983520000000001,0,0.0,0,0.0,0.0,4153.52
4493,2016,rc,Paris,583105.0,372,sante,1,0.09135525,0,0.0,0,0.0,0.0,2915.525
4494,2020,sante,Province,336845.0,247,services,1,0.06654225,0,0.0,0,0.0,0.0,1684.2250000000001
4495,2016,sante,Cotier,27702.0,315,industrie,0,0.1078851,0,0.0,0,0.0,0.0,138.51
4496,2017,prevoyance,Province,106723.0,214,btp,1,0.12173615,0,0.0,0,0.0,0.0,533.615
4497,2018,sante,Province,1684139.0,495,services,1,0.15870695,0,0.0,0,0.0,0.0,8420.695
4498,2019,prevoyance,Paris,625521.0,323,sante,1,0.12857605,0,0.0,0,0.0,0.0,3127.605
4499,2016,prevoyance,Province,25719.0,10,sante,0,0.05728595,0,0.0,0,0.0,0.0,128.595
4500,2017,rc,Cotier,152252.0,180,sante,1,0.11061259999999999,0,0.0,0,0.0,0.0,761.26
4501,2020,prevoyance,Paris,251631.0,176,sante,1,0.09518155,0,0.0,0,0.0,0.0,1258.155
4502,2016,prevoyance,Paris,65213.0,403,services,0,0.09856065,0,0.0,0,0.0,0.0,326.065
4503,2016,rc,Province,10188.0,267,btp,2,0.0922094,0,0.0,0,0.0,0.0,50.94
4504,2019,prevoyance,Province,183247.0,72,industrie,1,0.08136235,0,0.0,0,0.0,0.0,916.235
4505,2017,rc,Paris,63240.0,281,btp,0,0.076262,0,0.0,0,0.0,0.0,316.2
4506,2018,rc,Cotier,63538.0,46,industrie,1,0.0927769,0,0.0,0,0.0,0.0,317.69
4507,2020,sante,Paris,106339.0,25,btp,1,0.06281695,0,0.0,0,0.0,0.0,531.695
4508,2017,prevoyance,Paris,138633.0,263,sante,1,0.09823165,0,0.0,0,0.0,0.0,693.165
4509,2020,prevoyance,Province,160991.0,352,industrie,3,0.12824955,0,0.0,0,0.0,0.0,804.955
4510,2016,prevoyance,Paris,56343.0,355,industrie,2,0.11331715,0,0.0,0,0.0,0.0,281.71500000000003
4511,2019,prevoyance,Province,124960.0,345,services,0,0.095748,0,0.0,0,0.0,0.0,624.8000000000001
4512,2019,prevoyance,Paris,19754.0,36,btp,3,0.1195877,0,0.0,0,0.0,0.0,98.77
4513,2018,rc,Paris,236392.0,456,btp,1,0.11241960000000001,0,0.0,0,0.0,0.0,1181.96
4514,2019,prevoyance,Paris,5284.0,120,btp,4,0.1372642,0,0.0,0,0.0,0.0,26.42
4515,2016,sante,Cotier,114991.0,242,btp,3,0.16494955,1,226992.80209169592,1,26992.80209169592,0.0,574.955
4516,2018,prevoyance,Province,490423.0,487,industrie,1,0.13822115,0,0.0,0,0.0,0.0,2452.1150000000002
4517,2017,sante,Province,45651.0,73,btp,3,0.08458255,0,0.0,0,0.0,0.0,228.255
4518,2019,rc,Paris,384507.0,106,services,1,0.05482535,0,0.0,0,0.0,0.0,1922.535
4519,2018,prevoyance,Province,651400.0,425,industrie,4,0.17007000000000003,1,207602.68106709223,1,7602.681067092228,0.0,3257.0
4520,2016,prevoyance,Province,3073.0,402,services,1,0.10535365,0,0.0,0,0.0,0.0,15.365
4521,2020,sante,Cotier,135722.0,276,sante,2,0.1293861,0,0.0,0,0.0,0.0,678.61
4522,2020,sante,Province,5162.0,494,sante,2,0.0846581,0,0.0,0,0.0,0.0,25.810000000000002
4523,2016,sante,Province,141231.0,335,btp,1,0.09556155,0,0.0,0,0.0,0.0,706.155
4524,2016,prevoyance,Paris,161360.0,423,sante,1,0.115368,0,0.0,0,0.0,0.0,806.8000000000001
4525,2020,prevoyance,Province,8275.0,241,industrie,3,0.10951374999999999,0,0.0,0,0.0,0.0,41.375
4526,2018,rc,Province,1639343.0,408,sante,0,0.13776715,0,0.0,0,0.0,0.0,8196.715
4527,2020,rc,Cotier,229399.0,452,industrie,3,0.16166995,1,211981.24748433693,1,11981.247484336927,0.0,1146.9950000000001
4528,2016,prevoyance,Paris,58757.0,57,services,1,0.07363784999999999,1,293791.5600669804,1,93791.56006698043,0.0,293.785
4529,2019,rc,Paris,944542.0,359,services,3,0.1281271,0,0.0,0,0.0,0.0,4722.71
4530,2017,prevoyance,Province,18869.0,219,btp,2,0.12784345,0,0.0,0,0.0,0.0,94.345
4531,2019,prevoyance,Paris,37235.0,85,industrie,2,0.08536175000000001,0,0.0,0,0.0,0.0,186.175
4532,2019,prevoyance,Paris,10308.0,256,industrie,2,0.1011154,0,0.0,0,0.0,0.0,51.54
4533,2016,prevoyance,Cotier,1413040.0,325,services,1,0.228152,0,0.0,0,0.0,0.0,7065.2
4534,2020,sante,Province,242514.0,77,industrie,1,0.044825699999999996,0,0.0,0,0.0,0.0,1212.57
4535,2018,prevoyance,Cotier,359073.0,322,services,3,0.19515364999999998,0,0.0,0,0.0,0.0,1795.365
4536,2019,prevoyance,Cotier,233562.0,73,services,2,0.15397809999999998,0,0.0,0,0.0,0.0,1167.81
4537,2020,sante,Paris,324007.0,191,services,1,0.06030035,0,0.0,0,0.0,0.0,1620.035
4538,2018,sante,Province,178741.0,89,industrie,2,0.05283705,0,0.0,0,0.0,0.0,893.705
4539,2019,sante,Paris,225281.0,352,industrie,1,0.07146405,0,0.0,0,0.0,0.0,1126.405
4540,2018,rc,Cotier,185188.0,212,industrie,2,0.1254594,0,0.0,0,0.0,0.0,925.94
4541,2020,prevoyance,Province,78409.0,191,services,2,0.09802045000000001,0,0.0,0,0.0,0.0,392.045
4542,2017,sante,Paris,153899.0,452,btp,0,0.09789495000000001,0,0.0,0,0.0,0.0,769.495
4543,2020,sante,Paris,226005.0,481,services,2,0.09440025,0,0.0,0,0.0,0.0,1130.025
4544,2016,sante,Province,185843.0,223,industrie,2,0.06659215,0,0.0,0,0.0,0.0,929.215
4545,2018,prevoyance,Paris,27630.0,432,services,0,0.0995815,0,0.0,0,0.0,0.0,138.15
4546,2017,prevoyance,Paris,32403.0,129,services,1,0.07952015,0,0.0,0,0.0,0.0,162.01500000000001
4547,2018,rc,Province,596843.0,408,services,2,0.10564215,0,0.0,0,0.0,0.0,2984.215
4548,2018,prevoyance,Cotier,112601.0,250,services,0,0.14563004999999998,0,0.0,0,0.0,0.0,563.005
4549,2019,rc,Paris,328296.0,344,industrie,1,0.0758148,0,0.0,0,0.0,0.0,1641.48
4550,2016,sante,Province,43891.0,211,industrie,1,0.04829455,0,0.0,0,0.0,0.0,219.455
4551,2018,sante,Cotier,27784.0,421,services,1,0.1284892,0,0.0,0,0.0,0.0,138.92000000000002
4552,2020,rc,Paris,59141.0,301,industrie,4,0.08805705,0,0.0,0,0.0,0.0,295.705
4553,2020,sante,Cotier,124607.0,63,services,2,0.10753035,0,0.0,0,0.0,0.0,623.035
4554,2019,prevoyance,Paris,73265.0,154,services,0,0.07406325,0,0.0,0,0.0,0.0,366.325
4555,2016,sante,Province,768903.0,365,sante,1,0.09994515,0,0.0,0,0.0,0.0,3844.515
4556,2016,rc,Province,201880.0,95,services,1,0.044594,0,0.0,0,0.0,0.0,1009.4
4557,2020,prevoyance,Province,1496630.0,480,services,1,0.18783149999999998,0,0.0,0,0.0,0.0,7483.150000000001
4558,2017,prevoyance,Cotier,264419.0,486,services,3,0.20682095,0,0.0,0,0.0,0.0,1322.095
4559,2019,prevoyance,Paris,9000.0,31,industrie,3,0.08855,0,0.0,0,0.0,0.0,45.0
4560,2019,rc,Paris,577954.0,340,services,0,0.0778977,0,0.0,0,0.0,0.0,2889.77
4561,2020,prevoyance,Province,26597.0,301,services,1,0.09642985,0,0.0,0,0.0,0.0,132.985
4562,2020,sante,Cotier,214623.0,245,btp,2,0.16023115,0,0.0,0,0.0,0.0,1073.115
4563,2017,prevoyance,Paris,64240.0,38,btp,2,0.112012,0,0.0,0,0.0,0.0,321.2
4564,2017,prevoyance,Cotier,2129192.0,192,services,2,0.2606596,0,0.0,0,0.0,0.0,10645.960000000001
4565,2016,sante,Paris,915767.0,435,industrie,3,0.13428835,0,0.0,0,0.0,0.0,4578.835
4566,2019,prevoyance,Paris,66824.0,169,services,2,0.0952412,0,0.0,0,0.0,0.0,334.12
4567,2019,sante,Province,139689.0,407,services,2,0.08268444999999999,1,353415.2218352445,1,153415.2218352445,0.0,698.445
4568,2020,sante,Paris,218276.0,27,industrie,1,0.038613800000000004,0,0.0,0,0.0,0.0,1091.38
4569,2016,rc,Province,458675.0,47,services,0,0.042633750000000005,0,0.0,0,0.0,0.0,2293.375
4570,2019,prevoyance,Paris,168549.0,110,services,3,0.10442744999999999,0,0.0,0,0.0,0.0,842.745
4571,2016,rc,Paris,47578.0,299,services,1,0.0572789,0,0.0,0,0.0,0.0,237.89000000000001
4572,2016,sante,Province,68798.0,386,services,1,0.0670399,0,0.0,0,0.0,0.0,343.99
4573,2020,rc,Province,161882.0,182,services,0,0.0412941,0,0.0,0,0.0,0.0,809.41
4574,2016,prevoyance,Province,715938.0,352,btp,3,0.18599690000000002,1,272121.86631086754,1,72121.86631086754,0.0,3579.69
4575,2017,sante,Province,271959.0,425,sante,0,0.07109795,1,205475.16899626094,1,5475.168996260938,0.0,1359.795
4576,2017,rc,Paris,64338.0,375,sante,1,0.0657169,0,0.0,0,0.0,0.0,321.69
4577,2018,rc,Province,354352.0,76,services,1,0.050317600000000004,0,0.0,0,0.0,0.0,1771.76
4578,2020,prevoyance,Cotier,102295.0,200,services,0,0.14011474999999998,0,0.0,0,0.0,0.0,511.475
4579,2018,prevoyance,Cotier,473776.0,448,services,0,0.1834888,0,0.0,0,0.0,0.0,2368.88
4580,2017,prevoyance,Paris,3376710.0,52,industrie,2,0.2490355,1,272948.40449024516,1,72948.40449024516,0.0,16883.55
4581,2018,prevoyance,Paris,105811.0,132,industrie,4,0.11349055000000001,1,209922.46663462435,1,9922.466634624347,0.0,529.0550000000001
4582,2020,prevoyance,Cotier,425886.0,287,industrie,4,0.2049943,0,0.0,0,0.0,0.0,2129.43
4583,2020,prevoyance,Province,66538.0,352,btp,3,0.1535269,0,0.0,0,0.0,0.0,332.69
4584,2016,rc,Province,142242.0,205,services,3,0.0726121,0,0.0,0,0.0,0.0,711.21
4585,2019,prevoyance,Province,168632.0,342,industrie,4,0.13763160000000002,0,0.0,0,0.0,0.0,843.16
4586,2016,sante,Paris,129002.0,134,btp,5,0.1148501,1,290732.50482168,1,90732.50482168002,0.0,645.01
4587,2020,prevoyance,Province,3127099.0,105,services,1,0.23185495,1,296961.975099885,1,96961.97509988502,0.0,15635.495
4588,2017,prevoyance,Cotier,112655.0,387,btp,3,0.21933275,0,0.0,0,0.0,0.0,563.275
4589,2017,prevoyance,Province,329135.0,166,services,2,0.10805675000000001,0,0.0,0,0.0,0.0,1645.675
4590,2016,prevoyance,Paris,16057.0,49,industrie,0,0.06070285,1,205638.40949159526,1,5638.409491595259,0.0,80.285
4591,2020,sante,Paris,273319.0,369,industrie,1,0.07556594999999999,0,0.0,0,0.0,0.0,1366.595
4592,2017,rc,Paris,640795.0,182,btp,2,0.11523975,0,0.0,0,0.0,0.0,3203.975
4593,2020,prevoyance,Province,86412.0,384,industrie,2,0.11772060000000001,0,0.0,0,0.0,0.0,432.06
4594,2017,prevoyance,Paris,8004.0,403,services,0,0.09570020000000001,0,0.0,0,0.0,0.0,40.02
4595,2020,prevoyance,Paris,155378.0,470,services,1,0.1197689,0,0.0,0,0.0,0.0,776.89
4596,2018,rc,Cotier,166146.0,182,sante,1,0.1115073,0,0.0,0,0.0,0.0,830.73
4597,2020,sante,Paris,388050.0,129,services,2,0.0673025,0,0.0,0,0.0,0.0,1940.25
4598,2020,sante,Paris,1817702.0,282,services,0,0.1340851,0,0.0,0,0.0,0.0,9088.51
4599,2016,sante,Paris,103150.0,367,services,0,0.056857500000000005,0,0.0,0,0.0,0.0,515.75
4600,2018,rc,Paris,58247.0,395,sante,2,0.07741234999999999,0,0.0,0,0.0,0.0,291.235
4601,2019,prevoyance,Province,40123.0,410,services,0,0.09800615,0,0.0,0,0.0,0.0,200.615
4602,2016,prevoyance,Cotier,206425.0,373,industrie,0,0.16262125,0,0.0,0,0.0,0.0,1032.125
4603,2019,rc,Cotier,289302.0,355,services,2,0.1449651,0,0.0,0,0.0,0.0,1446.51
4604,2017,sante,Province,84560.0,384,services,3,0.087628,0,0.0,0,0.0,0.0,422.8
4605,2019,sante,Province,414331.0,431,industrie,0,0.07881655,0,0.0,0,0.0,0.0,2071.655
4606,2020,sante,Province,284492.0,430,services,4,0.11222460000000001,0,0.0,0,0.0,0.0,1422.46
4607,2019,prevoyance,Paris,171421.0,328,btp,2,0.14637105,0,0.0,0,0.0,0.0,857.105
4608,2016,sante,Paris,55111.0,270,services,1,0.05475555,0,0.0,0,0.0,0.0,275.555
4609,2016,sante,Cotier,91287.0,290,services,0,0.10856434999999999,0,0.0,0,0.0,0.0,456.435
4610,2019,prevoyance,Paris,8816.0,338,services,1,0.09924079999999999,1,297307.2211904342,1,97307.22119043418,0.0,44.08
4611,2016,sante,Paris,215981.0,133,btp,2,0.08909905,0,0.0,0,0.0,0.0,1079.905
4612,2016,rc,Province,167982.0,485,services,1,0.0818991,0,0.0,0,0.0,0.0,839.91
4613,2019,prevoyance,Province,204061.0,287,services,1,0.10390305,1,271047.92301257333,1,71047.92301257333,0.0,1020.3050000000001
4614,2018,prevoyance,Paris,298100.0,102,industrie,1,0.09010499999999999,0,0.0,0,0.0,0.0,1490.5
4615,2018,prevoyance,Paris,258587.0,456,industrie,1,0.12352935,0,0.0,0,0.0,0.0,1292.935
4616,2017,sante,Paris,142563.0,44,sante,0,0.02652815,0,0.0,0,0.0,0.0,712.815
4617,2016,prevoyance,Province,172543.0,320,btp,2,0.14562714999999998,0,0.0,0,0.0,0.0,862.715
4618,2019,sante,Paris,30177.0,137,services,0,0.03020885,0,0.0,0,0.0,0.0,150.885
4619,2016,rc,Province,80784.0,29,services,1,0.0319392,0,0.0,0,0.0,0.0,403.92
4620,2020,prevoyance,Province,172917.0,270,sante,1,0.10064585,1,262519.52693573857,1,62519.52693573857,0.0,864.585
4621,2016,rc,Cotier,67304.0,176,services,2,0.1159652,0,0.0,0,0.0,0.0,336.52
4622,2016,rc,Paris,456882.0,328,services,1,0.0806441,0,0.0,0,0.0,0.0,2284.41
4623,2018,prevoyance,Paris,73839.0,245,industrie,2,0.10319195,0,0.0,0,0.0,0.0,369.195
4624,2019,prevoyance,Province,210990.0,41,services,3,0.0996495,0,0.0,0,0.0,0.0,1054.95
4625,2016,rc,Province,187190.0,240,sante,0,0.0483595,0,0.0,0,0.0,0.0,935.95
4626,2018,rc,Paris,398528.0,200,sante,0,0.0549264,0,0.0,0,0.0,0.0,1992.64
4627,2017,prevoyance,Province,479716.0,339,services,1,0.12288579999999999,0,0.0,0,0.0,0.0,2398.58
4628,2018,prevoyance,Paris,374310.0,433,services,2,0.1370155,0,0.0,0,0.0,0.0,1871.55
4629,2018,prevoyance,Paris,13001.0,154,services,3,0.10105005,0,0.0,0,0.0,0.0,65.005
4630,2018,rc,Province,682132.0,110,industrie,2,0.0801066,0,0.0,0,0.0,0.0,3410.66
4631,2016,prevoyance,Paris,1017409.0,88,industrie,1,0.12467045,0,0.0,0,0.0,0.0,5087.045
4632,2016,sante,Cotier,91258.0,466,sante,3,0.1561629,1,393530.27354601177,1,193530.27354601177,0.0,456.29
4633,2017,rc,Province,216204.0,169,services,2,0.0627102,0,0.0,0,0.0,0.0,1081.02
4634,2020,prevoyance,Province,55882.0,264,services,4,0.1241941,0,0.0,0,0.0,0.0,279.41
4635,2020,sante,Province,15708.0,288,services,2,0.0645854,0,0.0,0,0.0,0.0,78.54
4636,2020,prevoyance,Province,67073.0,468,sante,0,0.10515365,0,0.0,0,0.0,0.0,335.365
4637,2017,rc,Paris,85121.0,197,btp,2,0.08895605000000001,0,0.0,0,0.0,0.0,425.605
4638,2020,prevoyance,Cotier,106317.0,470,services,4,0.20731584999999997,0,0.0,0,0.0,0.0,531.585
4639,2020,sante,Cotier,51498.0,219,services,1,0.1094749,0,0.0,0,0.0,0.0,257.49
4640,2018,sante,Paris,67500.0,250,btp,5,0.12337500000000001,1,227905.06297464462,1,27905.06297464462,0.0,337.5
4641,2016,prevoyance,Paris,160619.0,65,btp,2,0.11953095000000001,0,0.0,0,0.0,0.0,803.095
4642,2016,prevoyance,Paris,64584.0,146,sante,0,0.0728292,0,0.0,0,0.0,0.0,322.92
4643,2018,prevoyance,Province,312459.0,115,services,1,0.09212295,0,0.0,0,0.0,0.0,1562.295
4644,2018,prevoyance,Province,368794.0,78,services,0,0.0812397,0,0.0,0,0.0,0.0,1843.97
4645,2018,rc,Cotier,2831919.0,199,btp,1,0.27649595000000005,0,0.0,0,0.0,0.0,14159.595000000001
4646,2016,rc,Province,628327.0,201,btp,2,0.11651634999999999,0,0.0,0,0.0,0.0,3141.635
4647,2020,prevoyance,Province,217885.0,287,industrie,1,0.10459425,0,0.0,0,0.0,0.0,1089.425
4648,2018,sante,Province,77318.0,41,industrie,1,0.0329659,0,0.0,0,0.0,0.0,386.59000000000003
4649,2017,sante,Province,231537.0,184,sante,2,0.06497685,0,0.0,0,0.0,0.0,1157.685
4650,2018,rc,Province,240847.0,267,services,1,0.06374235,0,0.0,0,0.0,0.0,1204.2350000000001
4651,2019,prevoyance,Province,87906.0,132,services,3,0.1025953,0,0.0,0,0.0,0.0,439.53000000000003
4652,2018,prevoyance,Province,416848.0,94,services,2,0.10524240000000001,0,0.0,0,0.0,0.0,2084.2400000000002
4653,2016,prevoyance,Province,30403.0,485,services,0,0.10502015,0,0.0,0,0.0,0.0,152.01500000000001
4654,2018,sante,Province,121385.0,445,btp,0,0.09556925,0,0.0,0,0.0,0.0,606.9250000000001
4655,2019,prevoyance,Province,317118.0,225,services,0,0.0933559,0,0.0,0,0.0,0.0,1585.5900000000001
4656,2017,prevoyance,Province,115255.0,225,services,3,0.11326275000000001,0,0.0,0,0.0,0.0,576.275
4657,2020,prevoyance,Province,126994.0,23,industrie,2,0.0836497,0,0.0,0,0.0,0.0,634.97
4658,2018,sante,Province,137951.0,46,sante,3,0.05649755,0,0.0,0,0.0,0.0,689.755
4659,2019,prevoyance,Province,59711.0,36,sante,2,0.08158555,0,0.0,0,0.0,0.0,298.555
4660,2019,prevoyance,Province,665758.0,161,btp,1,0.1443879,0,0.0,0,0.0,0.0,3328.79
4661,2017,prevoyance,Paris,47971.0,73,btp,1,0.10469855,0,0.0,0,0.0,0.0,239.85500000000002
4662,2016,prevoyance,Paris,238420.0,79,services,0,0.074821,0,0.0,0,0.0,0.0,1192.1000000000001
4663,2018,sante,Province,267367.0,163,sante,2,0.06466835000000001,0,0.0,0,0.0,0.0,1336.835
4664,2019,prevoyance,Province,52138.0,447,btp,0,0.1323069,0,0.0,0,0.0,0.0,260.69
4665,2017,prevoyance,Cotier,177677.0,262,btp,2,0.20008384999999998,1,235103.00443093665,1,35103.00443093665,0.0,888.385
4666,2020,sante,Paris,54636.0,280,services,1,0.0557318,0,0.0,0,0.0,0.0,273.18
4667,2019,prevoyance,Paris,863933.0,38,services,2,0.12199665,0,0.0,0,0.0,0.0,4319.665
4668,2017,prevoyance,Paris,41500.0,493,btp,1,0.146375,1,249062.79783496272,1,49062.79783496272,0.0,207.5
4669,2016,rc,Paris,74260.0,83,services,2,0.047013,0,0.0,0,0.0,0.0,371.3
4670,2016,prevoyance,Province,37456.0,293,services,0,0.08617280000000001,0,0.0,0,0.0,0.0,187.28
4671,2019,prevoyance,Paris,31913.0,68,services,2,0.08339565,0,0.0,0,0.0,0.0,159.565
4672,2019,prevoyance,Province,1098502.0,252,services,0,0.1351251,1,221979.76133660178,1,21979.761336601776,0.0,5492.51
4673,2018,prevoyance,Province,312178.0,338,btp,2,0.15440890000000002,0,0.0,0,0.0,0.0,1560.89
4674,2017,sante,Province,192596.0,158,industrie,2,0.0604298,0,0.0,0,0.0,0.0,962.98
4675,2019,sante,Cotier,74021.0,19,btp,2,0.13060105,0,0.0,0,0.0,0.0,370.105
4676,2018,sante,Province,483658.0,141,industrie,2,0.0732829,0,0.0,0,0.0,0.0,2418.29
4677,2018,prevoyance,Paris,60532.0,71,sante,2,0.0851266,0,0.0,0,0.0,0.0,302.66
4678,2019,prevoyance,Cotier,421834.0,397,services,3,0.20579169999999997,0,0.0,0,0.0,0.0,2109.17
4679,2016,rc,Cotier,57124.0,392,btp,2,0.1670562,0,0.0,0,0.0,0.0,285.62
4680,2017,rc,Paris,75101.0,271,services,0,0.04585505,0,0.0,0,0.0,0.0,375.505
4681,2017,prevoyance,Paris,404311.0,227,industrie,1,0.10791554999999999,0,0.0,0,0.0,0.0,2021.555
4682,2016,prevoyance,Paris,458902.0,241,services,1,0.1120451,0,0.0,0,0.0,0.0,2294.51
4683,2019,prevoyance,Paris,333356.0,345,sante,2,0.1261678,1,235645.56555391385,1,35645.56555391385,0.0,1666.78
4684,2017,prevoyance,Cotier,46184.0,81,industrie,0,0.1254092,0,0.0,0,0.0,0.0,230.92000000000002
4685,2019,prevoyance,Province,95218.0,485,services,0,0.1082609,0,0.0,0,0.0,0.0,476.09000000000003
4686,2019,prevoyance,Paris,196473.0,25,services,2,0.08732365,0,0.0,0,0.0,0.0,982.365
4687,2018,sante,Cotier,58739.0,47,services,1,0.09263694999999998,0,0.0,0,0.0,0.0,293.695
4688,2016,sante,Province,843365.0,186,sante,2,0.09576825,0,0.0,0,0.0,0.0,4216.825
4689,2019,prevoyance,Paris,9115.0,454,services,2,0.12085575000000001,0,0.0,0,0.0,0.0,45.575
4690,2020,prevoyance,Cotier,63928.0,330,btp,2,0.2011964,0,0.0,0,0.0,0.0,319.64
4691,2016,rc,Cotier,88302.0,391,industrie,1,0.1285151,0,0.0,0,0.0,0.0,441.51
4692,2017,prevoyance,Cotier,5363.0,92,industrie,1,0.13446815,1,240125.58319083654,1,40125.583190836536,0.0,26.815
4693,2018,sante,Province,30471.0,443,industrie,2,0.08082355,0,0.0,0,0.0,0.0,152.355
4694,2017,prevoyance,Province,344672.0,26,services,2,0.0948336,0,0.0,0,0.0,0.0,1723.3600000000001
4695,2017,sante,Paris,168778.0,378,services,1,0.0712389,0,0.0,0,0.0,0.0,843.89
4696,2016,prevoyance,Province,1074927.0,165,industrie,2,0.14524634999999997,0,0.0,0,0.0,0.0,5374.635
4697,2017,prevoyance,Cotier,1039522.0,181,btp,1,0.2250761,0,0.0,0,0.0,0.0,5197.61
4698,2019,prevoyance,Paris,273664.0,405,services,2,0.1291832,0,0.0,0,0.0,0.0,1368.32
4699,2017,prevoyance,Province,237017.0,79,industrie,1,0.08475085,0,0.0,0,0.0,0.0,1185.085
4700,2018,prevoyance,Province,176155.0,80,industrie,2,0.09180775,0,0.0,0,0.0,0.0,880.775
4701,2018,sante,Paris,6727.0,264,industrie,1,0.05173635,0,0.0,0,0.0,0.0,33.635
4702,2020,prevoyance,Province,30532.0,465,services,2,0.1230266,0,0.0,0,0.0,0.0,152.66
4703,2018,prevoyance,Paris,183654.0,140,services,2,0.0981827,0,0.0,0,0.0,0.0,918.27
4704,2017,sante,Province,340861.0,58,sante,3,0.06784305,0,0.0,0,0.0,0.0,1704.305
4705,2018,sante,Paris,230407.0,30,sante,0,0.029520349999999997,0,0.0,0,0.0,0.0,1152.035
4706,2016,rc,Cotier,55773.0,401,btp,2,0.16788865,0,0.0,0,0.0,0.0,278.865
4707,2018,sante,Paris,501264.0,329,services,1,0.08296319999999999,0,0.0,0,0.0,0.0,2506.32
4708,2019,prevoyance,Paris,964083.0,229,services,0,0.12610415,0,0.0,0,0.0,0.0,4820.415
4709,2016,sante,Paris,501615.0,196,sante,2,0.07968075,1,219914.51792607133,1,19914.517926071334,0.0,2508.0750000000003
4710,2020,rc,Cotier,533663.0,423,btp,0,0.17398315,0,0.0,0,0.0,0.0,2668.315
4711,2019,rc,Province,83194.0,41,services,0,0.023259699999999998,0,0.0,0,0.0,0.0,415.97
4712,2017,prevoyance,Province,591917.0,212,services,1,0.11579584999999999,0,0.0,0,0.0,0.0,2959.585
4713,2017,prevoyance,Province,193864.0,285,services,2,0.11319320000000001,0,0.0,0,0.0,0.0,969.32
4714,2017,prevoyance,Province,300699.0,251,services,0,0.09513495,0,0.0,0,0.0,0.0,1503.4950000000001
4715,2019,sante,Paris,252336.0,25,sante,3,0.0601168,0,0.0,0,0.0,0.0,1261.68
